year,from,to,pop
2024,新北市,新北市,1464848
2024,新北市,新竹市,12167
2024,新北市,新竹縣,17090
2024,新北市,桃園市,181476
2024,新北市,澎湖縣,2210
2024,新北市,臺中市,51034
2024,新北市,臺北市,228069
2024,新北市,臺南市,21572
2024,新北市,臺東縣,5974
2024,新北市,花蓮縣,10500
2024,新北市,苗栗縣,11211
2024,新北市,連江縣,1308
2024,新北市,金門縣,10228
2024,新北市,雲林縣,17857
2024,新北市,高雄市,29280
2024,新竹市,南投縣,994
2024,新竹市,嘉義市,635
2024,新竹市,嘉義縣,821
2024,新竹市,基隆市,1094
2024,新竹市,宜蘭縣,1116
2024,新竹市,屏東縣,1240
2024,新竹市,彰化縣,2091
2024,新竹市,新北市,19975
2024,新竹市,新竹市,254577
2024,新竹市,新竹縣,135225
2024,新竹市,桃園市,22671
2024,新竹市,澎湖縣,376
2024,新竹市,臺中市,12594
2024,新竹市,臺北市,20503
2024,新竹市,臺南市,4599
2024,新竹市,臺東縣,511
2024,新竹市,花蓮縣,974
2024,新竹市,苗栗縣,29304
2024,新竹市,連江縣,102
2024,新竹市,金門縣,1015
2024,新竹市,雲林縣,1336
2024,新竹市,高雄市,5523
2024,新竹縣,南投縣,1301
2024,新竹縣,嘉義市,479
2024,新竹縣,嘉義縣,828
2024,新竹縣,基隆市,1992
2024,新竹縣,宜蘭縣,1230
2024,新竹縣,屏東縣,1664
2024,新竹縣,彰化縣,2023
2024,新竹縣,新北市,36827
2024,新竹縣,新竹市,35393
2024,新竹縣,新竹縣,246851
2024,新竹縣,桃園市,65463
2024,新竹縣,澎湖縣,254
2024,新竹縣,臺中市,11038
2024,新竹縣,臺北市,24737
2024,新竹縣,臺南市,3385
2024,新竹縣,臺東縣,902
2024,新竹縣,花蓮縣,1725
2024,新竹縣,苗栗縣,12306
2024,新竹縣,連江縣,102
2024,新竹縣,金門縣,819
2024,新竹縣,雲林縣,1163
2024,新竹縣,高雄市,5714
2024,桃園市,南投縣,3883
2024,桃園市,嘉義市,2077
2024,桃園市,嘉義縣,4096
2024,桃園市,基隆市,5460
2024,桃園市,宜蘭縣,6239
2024,桃園市,屏東縣,5831
2024,桃園市,彰化縣,7143
2024,桃園市,新北市,159389
2024,桃園市,新竹市,14410
2024,桃園市,新竹縣,39042
2024,桃園市,桃園市,1226016
2024,桃園市,澎湖縣,1693
2024,桃園市,臺中市,29789
2024,桃園市,臺北市,60809
2024,桃園市,臺南市,12032
2024,桃園市,臺東縣,4393
2024,桃園市,花蓮縣,6718
2024,桃園市,苗栗縣,11658
2024,桃園市,連江縣,1558
2024,桃園市,金門縣,7272
2024,桃園市,雲林縣,6565
2024,桃園市,高雄市,17602
2024,澎湖縣,南投縣,383
2024,澎湖縣,嘉義市,360
2024,澎湖縣,嘉義縣,516
2024,澎湖縣,基隆市,571
2024,澎湖縣,宜蘭縣,675
2024,澎湖縣,屏東縣,1437
2024,澎湖縣,彰化縣,901
2024,澎湖縣,新北市,7833
2024,澎湖縣,新竹市,721
2024,澎湖縣,新竹縣,590
2024,澎湖縣,桃園市,4668
2024,澎湖縣,澎湖縣,71774
2024,澎湖縣,臺中市,5294
2024,澎湖縣,臺北市,5229
2024,澎湖縣,臺南市,5925
2024,澎湖縣,臺東縣,208
2024,澎湖縣,花蓮縣,330
2024,澎湖縣,苗栗縣,356
2024,澎湖縣,連江縣,21
2024,澎湖縣,金門縣,263
2024,澎湖縣,雲林縣,460
2024,澎湖縣,高雄市,30217
2024,臺中市,南投縣,51265
2024,臺中市,嘉義市,5072
2024,臺中市,嘉義縣,8454
2024,臺中市,基隆市,6249
2024,臺中市,宜蘭縣,4511
2024,臺中市,屏東縣,9958
2024,臺中市,彰化縣,56240
2024,臺中市,新北市,94005
2024,臺中市,新竹市,14776
2024,臺中市,新竹縣,17057
2024,臺中市,桃園市,54562
2024,臺中市,澎湖縣,3181
2024,臺中市,臺中市,1892265
2024,臺中市,臺北市,72175
2024,臺中市,臺南市,26059
2024,臺中市,臺東縣,5225
2024,臺中市,花蓮縣,5845
2024,臺中市,苗栗縣,44540
2024,臺中市,連江縣,624
2024,臺中市,金門縣,6280
2024,臺中市,雲林縣,20702
2024,臺中市,高雄市,37546
2024,臺北市,南投縣,7707
2024,臺北市,嘉義市,5722
2024,臺北市,嘉義縣,7519
2024,臺北市,基隆市,38287
2024,臺北市,宜蘭縣,23083
2024,臺北市,屏東縣,8601
2024,臺北市,彰化縣,15241
2024,臺北市,新北市,1056364
2024,臺北市,新竹市,25661
2024,臺北市,新竹縣,28442
2024,臺北市,桃園市,200182
2024,臺北市,澎湖縣,2926
2024,臺北市,臺中市,81157
2024,臺北市,臺北市,1386518
2024,臺北市,臺南市,30483
2024,臺北市,臺東縣,5117
2024,臺北市,花蓮縣,11158
2024,臺北市,苗栗縣,13195
2024,臺北市,連江縣,1533
2024,臺北市,金門縣,11774
2024,臺北市,雲林縣,12862
2024,臺北市,高雄市,47509
2024,臺南市,南投縣,5148
2024,臺南市,嘉義市,11042
2024,臺南市,嘉義縣,24662
2024,臺南市,基隆市,4024
2024,臺南市,宜蘭縣,3303
2024,臺南市,屏東縣,16490
2024,臺南市,彰化縣,12640
2024,臺南市,新北市,99172
2024,臺南市,新竹市,10287
2024,臺南市,新竹縣,10322
2024,臺南市,桃園市,48549
2024,臺南市,澎湖縣,3806
2024,臺南市,臺中市,59117
2024,臺南市,臺北市,70881
2024,臺南市,臺南市,1432610
2024,臺南市,臺東縣,4328
2024,臺南市,花蓮縣,3760
2024,臺南市,苗栗縣,4939
2024,臺南市,連江縣,370
2024,臺南市,金門縣,4894
2024,臺南市,雲林縣,11085
2024,臺南市,高雄市,215410
2024,臺東縣,南投縣,1576
2024,臺東縣,嘉義市,634
2024,臺東縣,嘉義縣,1174
2024,臺東縣,基隆市,2862
2024,臺東縣,宜蘭縣,1975
2024,臺東縣,屏東縣,4410
2024,臺東縣,彰化縣,3483
2024,臺東縣,新北市,32192
2024,臺東縣,新竹市,1917
2024,臺東縣,新竹縣,2480
2024,臺東縣,桃園市,25636
2024,臺東縣,澎湖縣,320
2024,臺東縣,臺中市,16153
2024,臺東縣,臺北市,12445
2024,臺東縣,臺南市,7106
2024,臺東縣,臺東縣,146207
2024,臺東縣,花蓮縣,9618
2024,臺東縣,苗栗縣,1665
2024,臺東縣,連江縣,128
2024,臺東縣,金門縣,746
2024,臺東縣,雲林縣,1584
2024,臺東縣,高雄市,17837
2024,花蓮縣,南投縣,1623
2024,花蓮縣,嘉義市,660
2024,花蓮縣,嘉義縣,1100
2024,花蓮縣,基隆市,3724
2024,花蓮縣,宜蘭縣,4903
2024,花蓮縣,屏東縣,2583
2024,花蓮縣,彰化縣,2487
2024,花蓮縣,新北市,45589
2024,花蓮縣,新竹市,3096
2024,花蓮縣,新竹縣,4250
2024,花蓮縣,桃園市,33548
2024,花蓮縣,澎湖縣,355
2024,花蓮縣,臺中市,14599
2024,花蓮縣,臺北市,23568
2024,花蓮縣,臺南市,4997
2024,花蓮縣,臺東縣,6484
2024,花蓮縣,花蓮縣,224971
2024,花蓮縣,苗栗縣,2368
2024,花蓮縣,連江縣,205
2024,花蓮縣,金門縣,1039
2024,花蓮縣,雲林縣,1513
2024,花蓮縣,高雄市,10007
2024,苗栗縣,南投縣,2852
2024,苗栗縣,嘉義市,850
2024,苗栗縣,嘉義縣,1524
2024,苗栗縣,基隆市,4235
2024,苗栗縣,宜蘭縣,1748
2024,苗栗縣,屏東縣,2403
2024,苗栗縣,彰化縣,5238
2024,苗栗縣,新北市,70933
2024,苗栗縣,新竹市,18165
2024,苗栗縣,新竹縣,19454
2024,苗栗縣,桃園市,59065
2024,苗栗縣,澎湖縣,446
2024,苗栗縣,臺中市,49119
2024,苗栗縣,臺北市,38786
2024,苗栗縣,臺南市,5339
2024,苗栗縣,臺東縣,1436
2024,苗栗縣,花蓮縣,2377
2024,苗栗縣,苗栗縣,355760
2024,苗栗縣,連江縣,167
2024,苗栗縣,金門縣,1245
2024,苗栗縣,雲林縣,2288
2024,苗栗縣,高雄市,10045
2024,連江縣,南投縣,46
2024,連江縣,嘉義市,24
2024,連江縣,嘉義縣,42
2024,連江縣,基隆市,276
2024,連江縣,宜蘭縣,52
2024,連江縣,屏東縣,72
2024,連江縣,彰化縣,67
2024,連江縣,新北市,3178
2024,連江縣,新竹市,107
2024,連江縣,新竹縣,129
2024,連江縣,桃園市,5259
2024,連江縣,澎湖縣,9
2024,連江縣,臺中市,418
2024,連江縣,臺北市,1469
2024,連江縣,臺南市,141
2024,連江縣,臺東縣,33
2024,連江縣,花蓮縣,55
2024,連江縣,苗栗縣,86
2024,連江縣,連江縣,4799
2024,連江縣,金門縣,56
2024,連江縣,雲林縣,55
2024,連江縣,高雄市,342
2024,金門縣,南投縣,69
2024,金門縣,嘉義市,44
2024,金門縣,嘉義縣,61
2024,金門縣,基隆市,161
2024,金門縣,宜蘭縣,79
2024,金門縣,屏東縣,107
2024,金門縣,彰化縣,141
2024,金門縣,新北市,3662
2024,金門縣,新竹市,234
2024,金門縣,新竹縣,215
2024,金門縣,桃園市,2130
2024,金門縣,澎湖縣,33
2024,金門縣,臺中市,820
2024,金門縣,臺北市,1940
2024,金門縣,臺南市,377
2024,金門縣,臺東縣,30
2024,金門縣,花蓮縣,95
2024,金門縣,苗栗縣,90
2024,金門縣,連江縣,13
2024,金門縣,金門縣,71995
2024,金門縣,雲林縣,78
2024,金門縣,高雄市,869
2024,雲林縣,南投縣,9459
2024,雲林縣,嘉義市,11788
2024,雲林縣,嘉義縣,19718
2024,雲林縣,基隆市,4961
2024,雲林縣,宜蘭縣,3152
2024,雲林縣,屏東縣,4354
2024,雲林縣,彰化縣,18088
2024,雲林縣,新北市,163797
2024,雲林縣,新竹市,6298
2024,雲林縣,新竹縣,6538
2024,雲林縣,桃園市,51802
2024,雲林縣,澎湖縣,834
2024,雲林縣,臺中市,70906
2024,雲林縣,臺北市,57376
2024,雲林縣,臺南市,20677
2024,雲林縣,臺東縣,2684
2024,雲林縣,花蓮縣,3335
2024,雲林縣,苗栗縣,4195
2024,雲林縣,連江縣,168
2024,雲林縣,金門縣,1765
2024,雲林縣,雲林縣,470139
2024,雲林縣,高雄市,38279
2024,高雄市,南投縣,6235
2024,高雄市,嘉義市,6966
2024,高雄市,嘉義縣,11981
2024,高雄市,基隆市,5786
2024,高雄市,宜蘭縣,4308
2024,高雄市,屏東縣,82250
2024,高雄市,彰化縣,12957
2024,高雄市,新北市,95849
2024,高雄市,新竹市,12360
2024,高雄市,新竹縣,13965
2024,高雄市,桃園市,56059
2024,高雄市,澎湖縣,11576
2024,高雄市,臺中市,63967
2024,高雄市,臺北市,72816
2024,高雄市,臺南市,119115
2024,高雄市,臺東縣,7754
2024,高雄市,花蓮縣,6260
2024,高雄市,苗栗縣,6267
2024,高雄市,連江縣,572
2024,高雄市,金門縣,7967
2024,高雄市,雲林縣,12066
2024,高雄市,高雄市,1898130
2025,南投縣,南投縣,318067
2025,南投縣,嘉義市,1724
2025,南投縣,嘉義縣,2653
2025,南投縣,基隆市,2262
2025,南投縣,宜蘭縣,1606
2025,南投縣,屏東縣,2513
2025,南投縣,彰化縣,22835
2025,南投縣,新北市,46381
2025,南投縣,新竹市,3790
2025,南投縣,新竹縣,4489
2025,南投縣,桃園市,23934
2025,南投縣,澎湖縣,704
2025,南投縣,臺中市,112361
2025,南投縣,臺北市,25001
2025,南投縣,臺南市,7937
2025,南投縣,臺東縣,1535
2025,南投縣,花蓮縣,2346
2025,南投縣,苗栗縣,3626
2025,南投縣,連江縣,185
2025,南投縣,金門縣,1291
2025,南投縣,雲林縣,7297
2025,南投縣,高雄市,13048
2025,嘉義市,南投縣,1790
2025,嘉義市,嘉義市,162106
2025,嘉義市,嘉義縣,136925
2025,嘉義市,基隆市,1154
2025,嘉義市,宜蘭縣,838
2025,嘉義市,屏東縣,2075
2025,嘉義市,彰化縣,4035
2025,嘉義市,新北市,29739
2025,嘉義市,新竹市,3748
2025,嘉義市,新竹縣,3877
2025,嘉義市,桃園市,15511
2025,嘉義市,澎湖縣,798
2025,嘉義市,臺中市,24825
2025,嘉義市,臺北市,20977
2025,嘉義市,臺南市,29784
2025,嘉義市,臺東縣,597
2025,嘉義市,花蓮縣,826
2025,嘉義市,苗栗縣,1624
2025,嘉義市,連江縣,111
2025,嘉義市,金門縣,1162
2025,嘉義市,雲林縣,22704
2025,嘉義市,高雄市,18428
2025,嘉義縣,南投縣,4180
2025,嘉義縣,嘉義市,33557
2025,嘉義縣,嘉義縣,219471
2025,嘉義縣,基隆市,2947
2025,嘉義縣,宜蘭縣,1922
2025,嘉義縣,屏東縣,4859
2025,嘉義縣,彰化縣,8800
2025,嘉義縣,新北市,95432
2025,嘉義縣,新竹市,4026
2025,嘉義縣,新竹縣,3829
2025,嘉義縣,桃園市,34386
2025,嘉義縣,澎湖縣,574
2025,嘉義縣,臺中市,36317
2025,嘉義縣,臺北市,35787
2025,嘉義縣,臺南市,30362
2025,嘉義縣,臺東縣,1919
2025,嘉義縣,花蓮縣,2101
2025,嘉義縣,苗栗縣,2675
2025,嘉義縣,連江縣,84
2025,嘉義縣,金門縣,1120
2025,嘉義縣,雲林縣,27141
2025,嘉義縣,高雄市,58855
2025,基隆市,南投縣,1098
2025,基隆市,嘉義市,625
2025,基隆市,嘉義縣,890
2025,基隆市,基隆市,204668
2025,基隆市,宜蘭縣,4176
2025,基隆市,屏東縣,1442
2025,基隆市,彰化縣,2041
2025,基隆市,新北市,86412
2025,基隆市,新竹市,3148
2025,基隆市,新竹縣,3546
2025,基隆市,桃園市,24809
2025,基隆市,澎湖縣,433
2025,基隆市,臺中市,12215
2025,基隆市,臺北市,44845
2025,基隆市,臺南市,3791
2025,基隆市,臺東縣,947
2025,基隆市,花蓮縣,2076
2025,基隆市,苗栗縣,1920
2025,基隆市,連江縣,360
2025,基隆市,金門縣,1160
2025,基隆市,雲林縣,1500
2025,基隆市,高雄市,9993
2025,宜蘭縣,南投縣,1321
2025,宜蘭縣,嘉義市,636
2025,宜蘭縣,嘉義縣,932
2025,宜蘭縣,基隆市,8761
2025,宜蘭縣,宜蘭縣,348419
2025,宜蘭縣,屏東縣,1386
2025,宜蘭縣,彰化縣,2241
2025,宜蘭縣,新北市,76640
2025,宜蘭縣,新竹市,3830
2025,宜蘭縣,新竹縣,4489
2025,宜蘭縣,桃園市,29298
2025,宜蘭縣,澎湖縣,388
2025,宜蘭縣,臺中市,12995
2025,宜蘭縣,臺北市,41997
2025,宜蘭縣,臺南市,4074
2025,宜蘭縣,臺東縣,1061
2025,宜蘭縣,花蓮縣,5905
2025,宜蘭縣,苗栗縣,1814
2025,宜蘭縣,連江縣,162
2025,宜蘭縣,金門縣,956
2025,宜蘭縣,雲林縣,1541
2025,宜蘭縣,高雄市,7189
2025,屏東縣,南投縣,3215
2025,屏東縣,嘉義市,2406
2025,屏東縣,嘉義縣,3767
2025,屏東縣,基隆市,3064
2025,屏東縣,宜蘭縣,2745
2025,屏東縣,屏東縣,597416
2025,屏東縣,彰化縣,6932
2025,屏東縣,新北市,55780
2025,屏東縣,新竹市,5389
2025,屏東縣,新竹縣,6066
2025,屏東縣,桃園市,36017
2025,屏東縣,澎湖縣,1875
2025,屏東縣,臺中市,36401
2025,屏東縣,臺北市,32274
2025,屏東縣,臺南市,34253
2025,屏東縣,臺東縣,4578
2025,屏東縣,花蓮縣,3472
2025,屏東縣,苗栗縣,3352
2025,屏東縣,連江縣,306
2025,屏東縣,金門縣,2873
2025,屏東縣,雲林縣,4505
2025,屏東縣,高雄市,160690
2025,彰化縣,南投縣,29269
2025,彰化縣,嘉義市,4170
2025,彰化縣,嘉義縣,6191
2025,彰化縣,基隆市,5850
2025,彰化縣,宜蘭縣,3557
2025,彰化縣,屏東縣,5836
2025,彰化縣,彰化縣,988270
2025,彰化縣,新北市,139976
2025,彰化縣,新竹市,10457
2025,彰化縣,新竹縣,11403
2025,彰化縣,桃園市,51834
2025,彰化縣,澎湖縣,1445
2025,彰化縣,臺中市,208627
2025,彰化縣,臺北市,74169
2025,彰化縣,臺南市,20697
2025,彰化縣,臺東縣,4051
2025,彰化縣,花蓮縣,3897
2025,彰化縣,苗栗縣,7884
2025,彰化縣,連江縣,320
2025,彰化縣,金門縣,2822
2025,彰化縣,雲林縣,21812
2025,彰化縣,高雄市,33833
2025,新北市,南投縣,6480
2025,新北市,嘉義市,4288
2025,新北市,嘉義縣,9918
2025,新北市,基隆市,39378
2025,新北市,宜蘭縣,18863
2025,新北市,屏東縣,7998
2025,新北市,彰化縣,15594
2025,新北市,新北市,1460083
2025,新北市,新竹市,12267
2025,新北市,新竹縣,17568
2025,新北市,桃園市,186057
2025,新北市,澎湖縣,2233
2025,新北市,臺中市,52255
2025,新北市,臺北市,222776
2025,新北市,臺南市,21958
2025,新北市,臺東縣,6014
2025,新北市,花蓮縣,10480
2025,新北市,苗栗縣,11487
2025,新北市,連江縣,1265
2025,新北市,金門縣,9747
2025,新北市,雲林縣,17799
2025,新北市,高雄市,29777
2025,新竹市,南投縣,1012
2025,新竹市,嘉義市,647
2025,新竹市,嘉義縣,841
2025,新竹市,基隆市,1122
2025,新竹市,宜蘭縣,1171
2025,新竹市,屏東縣,1245
2025,新竹市,彰化縣,2100
2025,新竹市,新北市,20274
2025,新竹市,新竹市,252249
2025,新竹市,新竹縣,135304
2025,新竹市,桃園市,23242
2025,新竹市,澎湖縣,371
2025,新竹市,臺中市,13083
2025,新竹市,臺北市,20240
2025,新竹市,臺南市,4764
2025,新竹市,臺東縣,526
2025,新竹市,花蓮縣,1001
2025,新竹市,苗栗縣,30128
2025,新竹市,連江縣,103
2025,新竹市,金門縣,959
2025,新竹市,雲林縣,1365
2025,新竹市,高雄市,5661
2025,新竹縣,南投縣,1298
2025,新竹縣,嘉義市,485
2025,新竹縣,嘉義縣,815
2025,新竹縣,基隆市,1963
2025,新竹縣,宜蘭縣,1252
2025,新竹縣,屏東縣,1652
2025,新竹縣,彰化縣,1993
2025,新竹縣,新北市,36452
2025,新竹縣,新竹市,35896
2025,新竹縣,新竹縣,245456
2025,新竹縣,桃園市,65246
2025,新竹縣,澎湖縣,267
2025,新竹縣,臺中市,11226
2025,新竹縣,臺北市,24065
2025,新竹縣,臺南市,3442
2025,新竹縣,臺東縣,883
2025,新竹縣,花蓮縣,1678
2025,新竹縣,苗栗縣,12743
2025,新竹縣,連江縣,99
2025,新竹縣,金門縣,766
2025,新竹縣,雲林縣,1177
2025,新竹縣,高雄市,5735
2025,桃園市,南投縣,3923
2025,桃園市,嘉義市,2108
2025,桃園市,嘉義縣,4149
2025,桃園市,基隆市,5454
2025,桃園市,宜蘭縣,6521
2025,桃園市,屏東縣,5932
2025,桃園市,彰化縣,7198
2025,桃園市,新北市,160477
2025,桃園市,新竹市,14595
2025,桃園市,新竹縣,39453
2025,桃園市,桃園市,1225752
2025,桃園市,澎湖縣,1668
2025,桃園市,臺中市,30635
2025,桃園市,臺北市,59758
2025,桃園市,臺南市,12500
2025,桃園市,臺東縣,4444
2025,桃園市,花蓮縣,6732
2025,桃園市,苗栗縣,11944
2025,桃園市,連江縣,1541
2025,桃園市,金門縣,6819
2025,桃園市,雲林縣,6628
2025,桃園市,高雄市,18006
2025,澎湖縣,南投縣,380
2025,澎湖縣,嘉義市,354
2025,澎湖縣,嘉義縣,507
2025,澎湖縣,基隆市,561
2025,澎湖縣,宜蘭縣,673
2025,澎湖縣,屏東縣,1425
2025,澎湖縣,彰化縣,885
2025,澎湖縣,新北市,7814
2025,澎湖縣,新竹市,707
2025,澎湖縣,新竹縣,610
2025,澎湖縣,桃園市,4714
2025,澎湖縣,澎湖縣,70800
2025,澎湖縣,臺中市,5312
2025,澎湖縣,臺北市,5104
2025,澎湖縣,臺南市,5893
2025,澎湖縣,臺東縣,206
2025,澎湖縣,花蓮縣,324
2025,澎湖縣,苗栗縣,376
2025,澎湖縣,連江縣,21
2025,澎湖縣,金門縣,252
2025,澎湖縣,雲林縣,460
2025,澎湖縣,高雄市,29747
2025,臺中市,南投縣,52115
2025,臺中市,嘉義市,5253
2025,臺中市,嘉義縣,8565
2025,臺中市,基隆市,6259
2025,臺中市,宜蘭縣,4668
2025,臺中市,屏東縣,10087
2025,臺中市,彰化縣,56495
2025,臺中市,新北市,94451
2025,臺中市,新竹市,14854
2025,臺中市,新竹縣,17496
2025,臺中市,桃園市,55669
2025,臺中市,澎湖縣,3154
2025,臺中市,臺中市,1887273
2025,臺中市,臺北市,70838
2025,臺中市,臺南市,26753
2025,臺中市,臺東縣,5181
2025,臺中市,花蓮縣,5836
2025,臺中市,苗栗縣,44997
2025,臺中市,連江縣,601
2025,臺中市,金門縣,5995
2025,臺中市,雲林縣,20709
2025,臺中市,高雄市,38080
2025,臺北市,南投縣,7698
2025,臺北市,嘉義市,5810
2025,臺北市,嘉義縣,7619
2025,臺北市,基隆市,38933
2025,臺北市,宜蘭縣,24506
2025,臺北市,屏東縣,8728
2025,臺北市,彰化縣,15190
2025,臺北市,新北市,1064907
2025,臺北市,新竹市,25799
2025,臺北市,新竹縣,29368
2025,臺北市,桃園市,205824
2025,臺北市,澎湖縣,2869
2025,臺北市,臺中市,83334
2025,臺北市,臺北市,1361413
2025,臺北市,臺南市,31361
2025,臺北市,臺東縣,5130
2025,臺北市,花蓮縣,11267
2025,臺北市,苗栗縣,13647
2025,臺北市,連江縣,1470
2025,臺北市,金門縣,11090
2025,臺北市,雲林縣,12914
2025,臺北市,高雄市,48449
2025,臺南市,南投縣,5165
2025,臺南市,嘉義市,11167
2025,臺南市,嘉義縣,24569
2025,臺南市,基隆市,4039
2025,臺南市,宜蘭縣,3359
2025,臺南市,屏東縣,16496
2025,臺南市,彰化縣,12552
2025,臺南市,新北市,98930
2025,臺南市,新竹市,10278
2025,臺南市,新竹縣,10585
2025,臺南市,桃園市,49100
2025,臺南市,澎湖縣,3789
2025,臺南市,臺中市,59883
2025,臺南市,臺北市,69268
2025,臺南市,臺南市,1421416
2025,臺南市,臺東縣,4318
2025,臺南市,花蓮縣,3782
2025,臺南市,苗栗縣,5057
2025,臺南市,連江縣,376
2025,臺南市,金門縣,4639
2025,臺南市,雲林縣,11066
2025,臺南市,高雄市,213950
2025,臺東縣,南投縣,1584
2025,臺東縣,嘉義市,627
2025,臺東縣,嘉義縣,1185
2025,臺東縣,基隆市,2829
2025,臺東縣,宜蘭縣,2001
2025,臺東縣,屏東縣,4403
2025,臺東縣,彰化縣,3449
2025,臺東縣,新北市,31904
2025,臺東縣,新竹市,1912
2025,臺東縣,新竹縣,2458
2025,臺東縣,桃園市,25610
2025,臺東縣,澎湖縣,331
2025,臺東縣,臺中市,16104
2025,臺東縣,臺北市,12192
2025,臺東縣,臺南市,7113
2025,臺東縣,臺東縣,144633
2025,臺東縣,花蓮縣,9573
2025,臺東縣,苗栗縣,1677
2025,臺東縣,連江縣,120
2025,臺東縣,金門縣,701
2025,臺東縣,雲林縣,1568
2025,臺東縣,高雄市,17831
2025,花蓮縣,南投縣,1615
2025,花蓮縣,嘉義市,673
2025,花蓮縣,嘉義縣,1092
2025,花蓮縣,基隆市,3689
2025,花蓮縣,宜蘭縣,4947
2025,花蓮縣,屏東縣,2621
2025,花蓮縣,彰化縣,2438
2025,花蓮縣,新北市,45299
2025,花蓮縣,新竹市,3115
2025,花蓮縣,新竹縣,4280
2025,花蓮縣,桃園市,33616
2025,花蓮縣,澎湖縣,337
2025,花蓮縣,臺中市,14691
2025,花蓮縣,臺北市,23158
2025,花蓮縣,臺南市,5057
2025,花蓮縣,臺東縣,6433
2025,花蓮縣,花蓮縣,222752
2025,花蓮縣,苗栗縣,2384
2025,花蓮縣,連江縣,195
2025,花蓮縣,金門縣,992
2025,花蓮縣,雲林縣,1503
2025,花蓮縣,高雄市,10052
2025,苗栗縣,南投縣,2808
2025,苗栗縣,嘉義市,844
2025,苗栗縣,嘉義縣,1536
2025,苗栗縣,基隆市,4181
2025,苗栗縣,宜蘭縣,1801
2025,苗栗縣,屏東縣,2405
2025,苗栗縣,彰化縣,5188
2025,苗栗縣,新北市,70083
2025,苗栗縣,新竹市,18004
2025,苗栗縣,新竹縣,19509
2025,苗栗縣,桃園市,59101
2025,苗栗縣,澎湖縣,462
2025,苗栗縣,臺中市,49337
2025,苗栗縣,臺北市,37685
2025,苗栗縣,臺南市,5405
2025,苗栗縣,臺東縣,1400
2025,苗栗縣,花蓮縣,2313
2025,苗栗縣,苗栗縣,350405
2025,苗栗縣,連江縣,168
2025,苗栗縣,金門縣,1187
2025,苗栗縣,雲林縣,2283
2025,苗栗縣,高雄市,10020
2025,連江縣,南投縣,47
2025,連江縣,嘉義市,23
2025,連江縣,嘉義縣,41
2025,連江縣,基隆市,267
2025,連江縣,宜蘭縣,54
2025,連江縣,屏東縣,72
2025,連江縣,彰化縣,70
2025,連江縣,新北市,3175
2025,連江縣,新竹市,111
2025,連江縣,新竹縣,132
2025,連江縣,桃園市,5248
2025,連江縣,澎湖縣,11
2025,連江縣,臺中市,424
2025,連江縣,臺北市,1431
2025,連江縣,臺南市,146
2025,連江縣,臺東縣,32
2025,連江縣,花蓮縣,58
2025,連江縣,苗栗縣,84
2025,連江縣,連江縣,4629
2025,連江縣,金門縣,54
2025,連江縣,雲林縣,56
2025,連江縣,高雄市,346
2025,金門縣,南投縣,68
2025,金門縣,嘉義市,43
2025,金門縣,嘉義縣,67
2025,金門縣,基隆市,162
2025,金門縣,宜蘭縣,85
2025,金門縣,屏東縣,110
2025,金門縣,彰化縣,140
2025,金門縣,新北市,3876
2025,金門縣,新竹市,239
2025,金門縣,新竹縣,230
2025,金門縣,桃園市,2204
2025,金門縣,澎湖縣,37
2025,金門縣,臺中市,837
2025,金門縣,臺北市,1891
2025,金門縣,臺南市,378
2025,金門縣,臺東縣,26
2025,金門縣,花蓮縣,91
2025,金門縣,苗栗縣,95
2025,金門縣,連江縣,15
2025,金門縣,金門縣,71079
2025,金門縣,雲林縣,78
2025,金門縣,高雄市,889
2025,雲林縣,南投縣,9353
2025,雲林縣,嘉義市,11729
2025,雲林縣,嘉義縣,19593
2025,雲林縣,基隆市,4923
2025,雲林縣,宜蘭縣,3229
2025,雲林縣,屏東縣,4338
2025,雲林縣,彰化縣,17916
2025,雲林縣,新北市,161975
2025,雲林縣,新竹市,6278
2025,雲林縣,新竹縣,6662
2025,雲林縣,桃園市,52179
2025,雲林縣,澎湖縣,838
2025,雲林縣,臺中市,71695
2025,雲林縣,臺北市,55875
2025,雲林縣,臺南市,20819
2025,雲林縣,臺東縣,2603
2025,雲林縣,花蓮縣,3305
2025,雲林縣,苗栗縣,4232
2025,雲林縣,連江縣,169
2025,雲林縣,金門縣,1688
2025,雲林縣,雲林縣,461963
2025,雲林縣,高雄市,38053
2025,高雄市,南投縣,6265
2025,高雄市,嘉義市,7114
2025,高雄市,嘉義縣,12033
2025,高雄市,基隆市,5800
2025,高雄市,宜蘭縣,4405
2025,高雄市,屏東縣,83609
2025,高雄市,彰化縣,12866
2025,高雄市,新北市,96380
2025,高雄市,新竹市,12349
2025,高雄市,新竹縣,14271
2025,高雄市,桃園市,57134
2025,高雄市,澎湖縣,11469
2025,高雄市,臺中市,65044
2025,高雄市,臺北市,71514
2025,高雄市,臺南市,120250
2025,高雄市,臺東縣,7840
2025,高雄市,花蓮縣,6280
2025,高雄市,苗栗縣,6409
2025,高雄市,連江縣,581
2025,高雄市,金門縣,7549
2025,高雄市,雲林縣,12010
2025,高雄市,高雄市,1886625
